"age","gender","height_cm","weight_kg","body.fat_.","diastolic","systolic","gripForce","sit.and.bend.forward_cm","sit.ups.counts","broad.jump_cm"
43,"0",161.3,60.1,2,0,0,26.7,18,20,143
54,"0",155.6,62.3,2,1,1,22.9,18.5,5,113
22,"0",160.5,50.48,1,1,1,22.8,26,43,188
63,"0",145.6,40.9,1,1,2,23.1,19.7,8,143
27,"1",176.4,76.2,1,1,1,49.4,2.3,58,217
30,"1",185,101.6,1,1,2,43.5,16.9,49,253
30,"1",172.2,66.68,1,0,1,43.5,11.2,47,205
56,"1",173.8,89.3,1,1,2,40.3,17.5,42,219
21,"0",164.9,54.58,1,1,0,22.8,33.3,30,184
28,"1",176.2,62.86,1,1,1,38,17,59,239
40,"1",174.4,88.2,2,1,2,50.1,5.4,34,213
44,"1",170.5,71.6,1,1,0,52.1,11.3,41,195
61,"0",160.6,67.26,1,1,0,25.6,13.9,10,84
38,"0",162,63,2,1,1,24,15.1,22,129
21,"0",162.3,63.4,2,1,1,27.3,21.8,54,197
24,"1",187.6,81.22,1,1,1,60.6,16.5,52,235
27,"1",173.4,72.4,0,1,1,57.8,16.1,46,221
21,"0",158.5,48.8,1,0,0,29.1,21.7,36,169
46,"1",169.4,69.6,1,1,2,46.1,25.5,51,202
60,"0",143.4,52.2,2,1,2,26.1,21.8,22,71
60,"1",171.4,66.4,1,0,0,38.7,10.9,31,213
25,"1",174.3,58.5,0,1,1,43.2,12.4,46,216
37,"1",176.1,74.3,1,1,1,39.3,13.5,46,232
24,"1",177.6,76.5,0,0,2,50.3,19.7,63,248
40,"1",172,77.3,1,1,0,55.1,16,41,186
25,"0",164.9,47.1,1,0,0,22.9,16,22,163
30,"1",181,81.88,1,1,0,43.3,14.9,59,223
29,"1",170.7,66.4,1,1,1,48.7,17.1,55,230
54,"0",158.7,63,2,0,0,29.9,12.6,14,118
24,"1",175.8,69.3,1,1,1,50.4,15.6,51,222
35,"1",185.2,81.1,0,0,1,53.5,15,58,246
21,"1",177.6,75.6,1,1,1,40.7,20.2,63,231
37,"1",179.7,79.3,1,1,2,41.2,16.8,45,210
23,"0",163.1,69,2,0,0,30,25.5,44,178
27,"0",164.4,52.6,1,0,0,28.3,22.3,51,172
45,"1",178.8,74,0,1,1,47.4,28.2,47,222
23,"0",168.5,59.6,1,1,2,38.2,24.4,55,171
21,"0",164,66.5,2,1,2,30.1,24,39,185
42,"0",155.9,55.1,1,1,1,27.7,15,26,160
29,"0",167.9,60.7,1,1,0,34.7,21.9,43,170
27,"0",152.5,47.9,2,0,0,16.5,23.2,16,137
29,"0",165.2,53,1,0,0,27.1,20.9,45,153
38,"1",171.9,78,1,1,1,43.2,8.7,44,224
28,"1",174.3,72.5,0,1,1,62.8,19.9,56,248
60,"0",150.7,60.6,2,0,0,16.5,12.4,10,103
21,"0",166.2,74,2,0,1,36.8,14.8,41,186
23,"0",155.2,53.5,2,0,0,31.8,16.5,46,180
44,"1",170.2,70.4,1,1,1,39.4,9.8,41,224
56,"1",164.7,66.3,1,0,2,38.5,11.3,33,185
23,"1",172,65,1,0,1,31.8,-1.2,28,216
27,"1",164.5,67.8,1,0,1,47.3,16.4,53,244
21,"1",173.5,77.1,1,0,0,36.1,20.6,61,233
35,"1",172.3,76.6,1,1,2,40,18.3,46,209
60,"0",149.4,52.4,1,1,0,14.6,19.9,32,138
21,"1",171.9,67.3,1,0,1,36.7,21.9,50,229
41,"0",165.1,57.2,2,1,2,19.7,9.4,21,159
31,"1",171.5,72.3,2,1,2,39.3,6.3,45,189
22,"0",157.6,54.5,1,0,0,23.5,22.5,44,162
27,"1",173,78.9,1,0,0,52,19.8,53,247
63,"0",153.7,53.3,2,0,0,17.8,16.3,1,35
34,"1",176,70.4,1,1,1,47.1,16.8,43,226
45,"0",164.2,55,1,0,1,27.4,18.6,34,161
37,"1",172.5,71.6,1,1,2,43,17.7,46,202
28,"0",167.2,53,1,0,0,20.2,13,36,165
25,"1",184.5,85.9,1,1,0,46.5,17,52,195
25,"0",164.4,54.4,2,0,0,24.4,24.6,50,168
22,"1",169.4,57.2,0,0,0,33.9,0,65,250
43,"1",167,60.58,0,0,1,45.4,14.4,52,238
54,"0",149.3,48.7,1,0,0,21.3,15.9,26,149
21,"1",173,67.8,0,1,1,46.5,17.6,58,245
25,"1",171.7,66,0,1,1,47.3,16.9,64,241
36,"1",177.5,73.1,0,1,1,50.8,19.1,64,252
52,"1",169.1,70.5,1,1,1,43,10.9,27,204
25,"1",176.4,96.96,1,1,2,43.2,11.9,42,214
62,"0",159.2,50.8,1,1,1,25.6,24.2,22,147
28,"0",169,69.1,2,0,0,35,22.1,40,166
48,"1",172.3,92.2,2,1,2,35.3,6.3,23,202
30,"1",176.9,77.9,1,1,2,40.6,13.4,53,256
60,"0",152,49.8,1,0,1,22.4,10.9,20,111
24,"0",155,49.7,2,1,1,23.2,18,36,155
62,"0",149.1,42.3,1,0,0,22.6,19,25,122
25,"0",166.1,54.8,1,1,1,35.4,32.2,49,210
47,"1",171.2,71.3,1,1,1,45,5.3,28,203
44,"1",169.4,73.8,1,1,1,39.5,6.7,23,196
41,"1",173.3,73.9,1,1,1,39,15.1,33,214
45,"1",182,91.4,1,1,2,55.3,9,36,243
24,"1",177.9,67.5,1,0,1,36.9,9.7,46,222
44,"1",176.1,71.94,1,0,0,32.8,4.6,28,180
57,"0",161.3,70.4,2,1,1,32.1,12.5,13,107
43,"0",164.4,56.6,1,1,0,30.9,22.8,43,162
24,"0",157,52.6,1,1,0,21.9,20.3,43,174
27,"1",181.2,90.7,1,1,2,47,12.9,58,199
40,"0",162.9,51.3,1,1,1,27.9,16.4,38,167
23,"0",156,55.1,1,1,0,35.3,15.3,30,166
49,"0",162.2,59.9,1,0,0,31.3,18,24,145
64,"1",167.4,61.5,1,1,1,35,6.2,18,165
32,"1",178,73.9,1,1,1,38,-18.7,33,158
53,"1",166,64.6,1,1,2,40.8,17,32,221
59,"1",166.5,67.6,1,1,1,36.1,4,37,149
26,"1",172.3,71.6,1,0,1,40.6,10.3,33,181
49,"0",154.6,54,2,1,2,24.3,25.3,0,160
31,"1",168.1,63.4,1,0,1,39.4,23.4,49,185
24,"1",182.1,80.1,1,1,2,50.7,8.2,37,168
27,"1",175.3,63.5,1,1,0,40.5,26.9,40,227
63,"0",164.7,81.2,2,0,0,23.2,22.6,12,129
28,"1",179.6,66,1,1,1,40.8,5.6,38,213
27,"1",174.3,66.1,1,1,2,39,-4.5,51,234
30,"1",174.9,74.1,1,0,1,46,15.3,48,239
48,"1",159.8,62.2,1,1,2,40.3,19.3,56,197
24,"1",177.4,79.6,1,1,2,53.8,25.6,56,259
21,"1",176.5,71.4,0,0,1,45.1,17.3,52,280
55,"0",157.1,56.1,2,1,1,28.6,19.9,24,129
32,"1",171.2,66.6,1,1,1,43,18,54,232
31,"1",177.3,72,1,1,1,37,-7.8,17,202
31,"0",165.2,55,1,0,0,26.7,21.7,25,186
36,"0",160.3,62.16,2,1,0,29.8,19.8,26,166
28,"1",178,79.7,1,1,1,42.7,7.4,52,204
36,"1",176.3,79.8,1,1,1,54.9,21.4,55,262
26,"1",171.4,72.6,1,1,1,51.3,18,53,205
28,"1",187.9,79.3,0,1,2,53.5,28,50,239
64,"0",149.8,64.6,2,1,2,16.9,12.8,2,83
63,"1",169.8,77.9,2,1,2,32.6,6.5,12,166
31,"1",171.2,74,1,1,1,52.9,5.8,54,193
31,"0",164.5,51.84,1,1,1,24.2,21.2,41,196
31,"1",186.4,79.9,1,1,0,49.7,10.1,53,222
21,"1",175,61.8,0,0,0,40.3,11.9,48,232
40,"1",171,75.8,1,1,1,38.3,-5.4,33,201
24,"1",187,104,1,1,0,39,-8.5,25,180
34,"1",169,80.2,1,1,2,47.6,27,55,237
40,"1",171.3,75.2,1,0,0,44.4,15.4,41,220
26,"1",169.8,82.12,2,2,2,42.3,9.2,28,185
26,"1",173.5,75.3,1,1,1,46.2,19.4,54,238
31,"1",162.6,73.8,1,0,0,42.4,19.1,56,230
21,"1",186.4,64.5,0,1,1,29.6,24.2,57,255
21,"0",159.5,56.3,2,0,0,21.9,17,24,115
61,"0",155.7,49.6,1,0,1,19.7,23,16,120
23,"0",159.6,44.8,1,1,1,25.3,22.6,52,166
49,"0",148.1,63.7,2,1,1,20.7,10.6,0,73
49,"1",178,86.7,1,1,2,46.6,-0.9,30,186
38,"0",157.5,55.6,2,0,0,25.3,15,23,165
55,"0",163.7,52,1,0,1,25.2,17.6,40,151
25,"1",186.1,97.4,1,0,1,66.8,-14.6,36,199
37,"1",179.9,77.4,1,1,0,48.7,12.5,55,210
21,"0",157.4,55,1,0,0,28.3,22.8,39,167
40,"1",176.4,93.8,2,1,1,48.2,-5.8,27,154
28,"0",159.7,56.8,1,1,0,25.3,19.1,56,172
23,"0",171.4,57.6,1,1,0,32.2,17.3,43,172
44,"0",162.2,60.3,1,1,2,31.5,31.2,38,188
22,"1",173.3,90.9,1,1,2,40.6,-3.7,30,218
64,"1",174.5,89.8,2,1,2,43.6,13.6,39,175
22,"0",165.8,56.2,2,1,1,21.8,17.9,27,109
48,"0",161.8,55.1,1,0,1,31.2,23.4,51,181
27,"0",168.2,67.24,1,1,1,37.5,26,45,173
36,"1",167.7,64.7,1,1,0,38.3,4.8,35,210
22,"1",183.5,81.2,1,1,1,46,17.1,57,241
28,"1",167.5,71,2,0,0,37.4,-10.5,34,183
25,"0",159.1,55.3,1,1,1,27.5,22,45,173
27,"1",181.2,73.8,1,0,1,40.1,18.2,49,228
60,"1",160.6,64.8,1,1,1,30.2,12.8,18,179
60,"0",159.2,68.8,2,1,0,22.4,14.9,0,66
47,"0",164.6,60.4,2,1,0,24.1,15.4,21,150
48,"1",173.6,75.8,1,1,0,42.8,21.1,44,201
25,"1",180.7,77.1,1,1,2,45.8,17.8,52,227
31,"1",171.7,79.7,1,1,1,51.1,15.1,40,240
32,"1",170.7,73.4,1,1,2,48.1,8.4,40,190
23,"0",159.5,56,1,0,0,28.2,32,46,171
60,"1",168.8,66.7,1,1,1,50.3,18.6,41,198
43,"1",171.2,75.6,1,1,2,44.3,23.6,60,245
39,"1",164.8,68.98,1,1,2,43.2,12.5,48,206
34,"0",167.4,82.9,1,1,2,34.8,1,0,112
33,"1",171.7,71.62,1,0,0,51.3,23.8,47,224
40,"1",174.1,87.2,1,1,0,37.7,18.8,46,234
49,"1",172.3,78.3,1,1,2,43.4,-8,29,161
48,"0",159.7,60,1,0,0,31.8,20.4,37,188
25,"1",175.9,66.2,0,1,1,43.7,6.6,50,229
62,"0",154,52.6,2,1,2,27.5,23.5,4,114
24,"1",176.3,73.58,0,0,2,59.5,22.4,61,235
26,"0",167.8,60.2,1,0,1,27.6,16.3,42,160
25,"1",166.2,73.2,1,0,0,44.9,28.6,60,251
37,"1",175.3,65,0,1,2,43.2,26,58,227
47,"1",169.2,69.2,1,1,2,47.3,18.2,47,230
64,"1",163.8,70.3,1,1,0,24.9,4.4,17,151
38,"1",169,74.8,1,1,1,31.7,9.1,35,204
26,"1",166.7,68.2,1,1,2,45.3,8.1,31,186
28,"1",174.7,76.7,1,1,1,40.4,21,49,251
32,"0",152.7,47.3,1,1,2,27.2,21.1,37,160
54,"1",170.7,72.2,1,1,2,38.4,7.7,26,169
45,"1",173.9,64,0,1,2,45.6,13.5,43,211
44,"1",170.1,73.3,1,1,1,43.3,21.2,48,221
26,"0",164.5,50.8,1,1,1,28.1,31.4,53,170
35,"1",186.2,80.5,1,1,0,54.8,11.8,40,254
21,"0",156.4,58.1,1,0,1,30.6,17.8,47,177
22,"1",168.4,80.2,1,0,2,44.3,17,41,209
37,"0",165.1,104.7,2,1,2,28.1,12.2,16,146
21,"1",185.3,76.9,1,1,0,43.1,21.3,35,179
21,"0",167.8,55.2,1,1,1,24.8,19.2,47,144
61,"1",178.5,74.6,1,1,2,54.5,15.2,43,155
28,"1",171.7,78,1,1,2,50.1,11,62,245
48,"1",181.4,100.1,1,1,2,46.5,-6.8,28,214
24,"0",167.2,62.7,1,0,1,30.2,24.1,49,197
33,"1",178.2,72.1,1,1,1,48.2,20.8,60,221
22,"1",174.4,69.3,1,1,1,33.9,16.7,55,242
21,"1",172.9,75,0,0,1,47.1,14.9,59,220
63,"1",169.7,67.1,1,1,1,43.8,9.5,32,190
24,"0",177.3,63.3,1,1,2,26.8,22.8,36,176
44,"1",172.4,74.8,1,1,0,45.2,13.7,58,194
34,"1",175.1,71.5,1,1,1,46.4,9.9,44,227
27,"0",164,51,1,1,1,25.3,19.4,36,163
59,"0",146.3,52.9,2,1,2,23.9,20,11,144
64,"1",164.3,68,1,1,1,39.3,10.9,32,184
22,"1",184.5,74.1,0,1,1,45.4,14.8,47,211
35,"0",151.5,78,2,1,0,29.4,18.2,30,166
50,"0",166.6,56,1,1,0,31.1,21.8,23,153
29,"1",177.9,85.7,1,1,2,47.4,17.2,44,219
51,"1",168.2,73.1,1,0,2,41.1,7.6,36,213
32,"1",176.7,77.1,1,1,2,53,14.7,42,252
45,"1",173.4,73.5,1,1,0,45.9,16,50,218
38,"1",172.4,69.3,1,0,1,38.2,14.7,63,214
25,"0",161.5,48.5,1,0,0,19.9,8.8,45,182
33,"0",161,47.9,1,1,1,17.9,27.2,27,168
33,"1",165.6,60.4,1,1,1,38.6,213,53,244
37,"0",150.4,47.7,2,0,0,15.9,8.7,6,112
25,"1",171.4,64.7,0,1,2,40.1,20.2,59,250
43,"0",168.1,54.5,1,1,2,24.4,21,32,120
40,"0",162.6,54.2,2,1,0,19.1,24.2,16,141
27,"0",159.2,56.7,1,0,0,27.8,24.1,40,181
64,"0",154.7,50.2,2,1,1,18.7,6.8,0,59
35,"1",179.9,87,1,0,0,58.3,13.2,52,228
32,"1",178.5,95.4,1,1,2,53.8,23.6,52,224
28,"1",177.1,70.3,1,1,1,43.5,14.2,66,236
22,"1",178.3,73.3,1,1,2,40,10,48,228
36,"1",171.6,63.1,1,0,1,41.3,12,27,220
33,"1",175.2,87.5,1,1,2,49.4,5.6,34,214
21,"1",174.4,72,1,1,1,37.7,28.4,56,224
60,"0",152,49.8,2,1,1,23,15,15,135
29,"1",179,96.9,1,1,2,34.6,7.6,59,180
25,"1",179.6,89.3,1,1,1,39.1,-9.7,43,182
40,"1",174,76.6,1,1,2,40.2,16.3,50,239
22,"1",172.7,72.3,1,1,2,51.7,19,51,240
45,"0",156.9,51.4,1,1,1,27.1,20,22,152
28,"1",173.4,72.8,0,1,1,41.4,18.4,59,242
54,"0",155.9,71,2,1,1,20.9,16.6,24,138
23,"0",151.8,46.9,1,0,0,22.2,28.9,50,178
37,"1",161.7,59.4,1,1,2,43.5,23,57,214
30,"0",162,55.2,1,1,2,24.1,27.8,35,167
25,"0",170.3,73.2,1,0,0,33,26.8,46,189
62,"0",159.9,52.3,1,1,1,27.6,19.4,2,139
56,"1",173.1,77.5,1,1,0,52.3,28.8,55,221
50,"0",167,57,1,0,0,23.4,28.6,17,175
21,"0",164,62.1,2,1,1,32,28.9,27,194
26,"1",175.6,75.3,0,0,0,58.3,16.3,57,243
29,"1",172.1,63.3,0,1,1,53.5,17.2,50,235
33,"1",180.9,66.2,1,1,0,41.4,9.6,38,235
31,"1",167.1,75.28,1,1,1,43.4,22,62,235
24,"1",184.6,82.4,1,1,0,43.5,-0.8,41,224
23,"0",163.5,59.5,1,1,0,22.1,19.5,47,197
22,"1",176.6,74.4,1,1,1,35.1,4.8,34,216
31,"1",180,69.8,1,1,1,51.5,14.7,39,194
21,"1",174.1,65.6,0,0,1,45.1,26.9,59,226
28,"1",167.9,74.1,1,1,0,45.9,19.4,46,233
27,"0",164.6,58.8,2,1,1,25.1,26.4,51,171
43,"1",168.8,75.7,1,1,2,43.3,20.1,57,212
22,"0",160.4,56,1,0,0,33.2,24.5,64,195
27,"1",172.8,66.4,2,0,0,29.1,1.8,36,177
29,"1",170,76.64,1,1,1,43.7,13.1,45,202
21,"1",177.4,78.6,1,1,1,54,18.3,54,203
24,"1",177.1,70.4,0,0,1,42.7,11.3,42,203
55,"1",166.6,56.8,1,1,2,32.6,15.9,36,178
59,"1",169.1,68.7,0,1,1,45.7,21.1,52,149
42,"1",175.8,79.1,1,1,1,44,19.1,50,229
63,"0",153.9,51,1,1,2,24.3,15.6,24,137
30,"1",180.3,78.8,1,1,2,45.1,10,48,240
51,"0",160.6,52.7,1,1,1,29.4,25,34,144
58,"1",177.8,71.2,1,1,2,42.1,10.5,27,164
25,"0",155.9,45.7,1,0,1,26.7,3.7,43,166
62,"1",176.5,89.8,2,0,1,43.3,16.9,26,177
29,"0",160.9,54.5,1,1,0,22.5,7.5,44,167
61,"1",167.9,64,1,1,2,45.3,14.1,36,212
31,"1",177.3,74.4,1,1,1,43.8,15.8,54,217
47,"0",162.8,55.1,1,1,0,25.1,16.1,1,112
23,"1",177.9,71.6,1,1,1,47,21.4,55,251
51,"1",170,63.8,1,1,2,29.1,16,38,215
23,"0",160.3,47.6,0,1,0,28.8,17.3,45,183
28,"1",167.8,65.18,1,1,2,47.6,20.6,67,235
25,"1",189.9,74.46,1,1,0,46.8,13.5,48,231
33,"0",166.6,59.92,1,1,0,22.3,28.2,38,179
55,"0",156.1,56.02,2,1,0,27.9,16.8,20,119
32,"0",158.4,49.4,1,1,0,24.3,16.7,30,194
22,"1",175.5,79.3,1,1,2,45.8,15,51,225
26,"0",166.5,58.1,1,1,1,22.8,13.7,31,172
21,"1",173,66.2,1,1,1,48.2,25.2,57,235
22,"1",181.5,80.4,0,0,1,51.9,18.9,58,245
32,"1",172.5,69.9,0,2,2,43.6,24.2,63,267
44,"1",169.4,75,1,1,1,45.5,15.2,26,204
24,"0",169.1,55.4,1,0,0,35.3,17.3,52,187
35,"1",166.7,67.1,1,1,2,44.2,16.7,61,222
36,"1",171.4,69,0,1,1,47.2,17.9,55,242
56,"0",158.3,56.2,2,1,1,23.1,20.4,8,150
62,"1",176.2,74.2,1,1,1,38.8,3.5,29,192
48,"1",165.2,70,1,1,2,39.5,14.5,44,211
30,"1",176.6,92.3,1,1,1,54.7,13.9,41,227
40,"1",189.3,93.2,1,1,2,62.1,22.3,51,255
57,"1",177,73.2,1,0,0,40,16.6,30,203
21,"1",173.2,89.2,1,0,1,58,4.4,50,208
24,"1",184.9,82.5,1,1,2,34.8,27.3,50,259
48,"1",182.3,82.5,1,1,1,47.2,10.3,43,210
41,"1",174.5,76.32,1,1,2,46.8,21.4,57,219
30,"1",175.1,75.5,1,1,2,46.1,5.3,32,228
22,"1",160.5,60.8,1,0,0,30.9,13.7,60,196
37,"1",175.2,66.7,1,0,0,39.6,7.6,44,194
21,"1",181.4,69.6,1,1,1,44,10.8,56,206
31,"1",176.7,93.84,1,1,1,49.2,15.2,50,226
30,"1",172.4,61.8,0,1,1,42.5,7.2,48,234
45,"0",162.4,59.5,2,1,1,29.1,15.2,25,182
33,"0",168,48.7,1,0,0,23.1,23.1,40,144
26,"0",164.9,67.4,2,0,0,25.6,19.7,26,161
21,"0",167.9,63.2,2,1,2,31.2,20.6,40,168
21,"1",184,95,1,1,2,54.7,-5.1,55,229
63,"1",162.1,60.9,1,1,0,38.8,-1,18,162
50,"1",173.1,81.8,2,1,0,31.7,-9.1,29,165
31,"0",171,58.8,1,0,0,24.2,10.3,39,170
60,"0",141,46.1,1,1,0,21.1,15.3,14,140
23,"1",162.2,61.5,0,1,0,35.9,11,55,247
62,"1",167,61.8,0,0,0,40.9,12.9,35,195
34,"1",174.1,79,1,0,1,41.8,18.5,51,229
34,"1",171.3,63.3,1,1,1,33.2,12.9,37,195
24,"1",176.4,80.9,1,1,1,65.2,9.5,52,247
25,"0",163,47.5,1,1,1,24.5,18.2,43,132
59,"1",172.8,76.3,1,1,0,38.8,17.3,40,187
22,"1",176.8,80.2,1,1,1,28.2,-9.9,39,194
26,"0",169.3,63.4,2,0,0,26.6,33.8,36,179
64,"1",155.6,70,1,1,1,37.7,10.4,27,151
40,"0",163.5,60.1,1,1,0,35.9,21.7,46,168
21,"1",165.1,64.76,1,1,1,32.6,16.8,46,197
28,"1",176.2,88.5,1,1,1,51.9,10.1,47,212
46,"1",174,69.9,1,1,2,38.5,7.9,44,206
22,"1",173.5,66.9,1,1,2,35.7,8.1,58,172
30,"1",182.5,77,1,1,1,40.8,0.3,41,204
33,"1",171.7,58.7,1,1,2,41.7,26.2,49,226
22,"1",176,75.3,2,1,1,29.1,19.3,40,189
23,"1",169.6,55.3,0,1,2,34.6,3.1,41,236
21,"1",164.7,69,0,1,0,46.8,27,57,234
28,"1",166.9,71,1,1,1,47.2,15.8,58,230
43,"1",185.2,91.7,1,1,2,56.4,10.5,49,221
55,"0",167.9,61.8,1,1,2,32.3,19.6,30,182
64,"0",165.4,67.6,1,1,1,25.9,28,31,146
62,"1",165,67.4,1,1,1,43,11.5,34,174
41,"0",156.8,61.7,1,1,2,22.6,22.5,34,143
25,"0",164.8,53.5,1,1,1,27.7,20.1,38,163
26,"1",175.7,76.9,1,1,0,49.9,18,52,224
23,"1",173.9,70.5,1,1,2,37.4,18.8,46,195
61,"0",154.2,70.5,2,0,1,19.7,17.2,0,52
29,"0",168.3,59.4,1,0,0,26.1,24.2,46,139
62,"0",160.3,62.9,1,1,1,26.9,24.4,21,123
30,"0",160.4,57.3,2,0,0,24.2,14,39,139
60,"1",162.5,55,0,0,0,38.8,9.8,45,178
57,"0",162.1,71.4,2,1,2,28.6,18,15,114
45,"0",157.9,47.5,1,0,1,21.9,24.4,50,145
59,"0",157.5,81.9,2,0,1,25.4,21.6,0,65
30,"1",176,77,1,1,1,42,11,46,210
27,"1",171.4,67.3,1,1,1,34.9,15.5,51,214
34,"1",173,73,1,1,1,49.3,12.2,38,235
49,"1",174.2,74.2,1,1,2,47.6,20.3,51,221
28,"1",177,74.1,0,1,2,52.8,26.4,59,249
44,"1",170.3,73.1,1,1,1,45.1,20.5,38,210
21,"1",177.6,67,1,1,2,36.4,4.5,27,184
61,"1",171.7,88.5,2,1,2,47.5,13.6,25,171
58,"1",165.7,65.34,1,1,1,27.2,11.7,16,179
32,"1",169.8,58.7,0,0,0,37.1,22.3,60,216
29,"0",166.1,61.9,1,0,1,34.2,24.7,43,161
24,"1",179.2,80.3,1,1,2,52.7,22.1,44,231
39,"0",164.2,60.62,1,1,1,25.1,7.2,34,143
23,"0",156,51.7,1,1,0,24.6,20,46,157
27,"1",181.8,79.4,1,1,1,23.5,14.7,45,211
61,"1",172.5,69.8,1,0,0,45.2,18.7,42,189
33,"0",166.5,64.3,2,1,0,25,11.6,13,140
39,"0",158.3,53.3,1,1,0,38,26,48,173
34,"1",179.8,79.9,1,1,1,50.1,10.6,51,255
62,"1",169.3,76.1,1,1,2,45.9,17.1,33,184
44,"1",164.1,72.1,2,1,1,20.6,7.1,5,120
60,"1",163.6,60.1,1,1,2,33.5,18.8,18,180
44,"1",160.2,44.9,0,1,2,36.5,21.3,50,221
28,"0",173,64.3,1,1,1,32.5,27,48,207
24,"1",177.2,79.5,0,1,1,56.2,-2.5,56,245
62,"0",153.6,55.1,1,1,1,17,23.6,28,143
43,"0",159.9,47.38,0,1,1,22.1,24.9,34,159
30,"1",169,71.9,0,1,2,51.7,25.5,46,228
63,"0",156.7,60,2,1,2,24.7,23.7,9,105
21,"1",180,76.6,1,1,1,39.9,13.6,28,219
63,"1",178.5,83.3,1,1,2,35.3,15,33,180
50,"1",170.5,68.1,1,1,2,45.2,18.2,36,182
61,"1",154,53,1,0,2,30.1,4.5,19,175
28,"0",162.5,52.5,1,1,0,19,20.9,32,149
59,"0",156.9,49.3,1,1,2,21.3,27.6,25,105
50,"1",166.9,68.4,1,1,1,37.8,25.4,38,175
30,"0",155.6,53.9,1,0,0,31.7,23.7,45,170
52,"0",155.3,56,1,1,1,34.6,23.3,39,154
29,"1",175.7,67.1,0,1,1,44.5,17.1,44,222
30,"1",181.5,74.34,1,1,1,45.2,11.5,50,226
23,"0",161.1,54.5,1,1,0,30.4,26.8,26,152
33,"0",161.7,57.6,1,1,1,29.6,19.4,56,173
61,"1",162.3,64.8,1,1,2,32.6,8.8,21,170
53,"1",168.8,70.66,1,1,1,39.9,17.5,40,177
37,"1",170.2,70.5,1,1,1,34.8,18.9,43,240
58,"0",155.7,53.4,1,1,1,28.2,21.2,35,153
62,"0",153,56.5,2,1,2,27.3,13,21,118
25,"1",175.9,71.5,1,1,2,35.6,14.6,46,177
25,"1",167.3,63.2,0,0,1,29.4,22.1,49,214
31,"0",159.3,52.9,1,1,1,31.3,20.1,48,190
52,"0",155.4,56.9,2,1,1,22.9,11.7,11,112
26,"1",176.7,60.8,0,0,0,43.1,11.5,52,236
31,"0",164.3,66.3,2,1,1,33,21.9,44,138
32,"0",160.4,58.7,2,0,0,34.2,21.4,42,158
35,"1",171.6,94.7,2,1,2,34,-7.6,22,171
29,"1",177,71.8,0,1,1,54.9,20,65,240
44,"0",156.2,49.8,1,0,0,22.4,26.6,41,128
25,"1",170.5,68.1,0,0,0,39.7,9.4,59,247
21,"1",182.2,73,0,0,1,31.6,13.1,49,266
24,"1",170.6,78.6,1,0,2,43.1,18.3,59,237
49,"0",164.3,58.2,1,0,0,30.4,19.2,36,167
40,"0",158.6,51.7,2,0,1,20.4,11.5,41,154
32,"1",178.1,88,1,1,1,58.1,22.5,54,230
23,"1",176,69.5,0,1,2,54,11.2,70,227
21,"1",180.6,72.8,0,1,1,31.9,21.4,64,233
34,"1",176.7,73.1,0,0,0,46,0.4,38,230
24,"0",160.2,55.6,1,0,0,25.3,26.4,32,178
56,"0",154,54.5,1,1,2,27.8,21,28,120
23,"1",172.5,73.8,1,1,2,43.5,20,68,178
25,"1",170.2,73.6,1,1,1,47.6,21.2,43,222
36,"0",165.3,52.3,1,0,0,22.7,20.1,25,156
60,"1",174.3,72.9,1,0,0,38.4,12.1,44,158
37,"1",168.8,73.1,0,0,0,48.9,25.3,54,268
21,"1",172.6,67.4,1,0,0,36.1,18.6,53,221
49,"0",152.3,47.6,2,1,0,18.6,18.1,23,165
48,"1",168,80.5,1,1,1,51,7.1,23,195
32,"1",175.1,76.5,1,1,2,41.9,19.7,48,245
39,"0",164.6,46.9,1,0,0,21.5,10.3,24,155
45,"1",163.2,53.9,1,1,0,36.9,16.2,37,211
25,"0",161.2,70.6,2,0,0,29.1,8.7,24,165
39,"1",176.8,86,1,1,1,47.9,0.6,34,218
61,"0",162,58.1,2,0,0,23.8,0.1,0,102
22,"1",176.8,87.6,1,1,2,53.1,13.6,50,260
23,"1",168.1,84.8,2,1,2,36.7,-7.9,41,183
64,"1",177.3,87.32,1,1,0,52.7,18.1,26,188
40,"1",169.4,68.8,1,1,1,44,23.5,51,232
43,"1",159.4,63.4,1,1,2,38.9,14.4,50,194
29,"1",181.3,80.1,1,1,1,51.2,8.8,49,224
21,"1",171.3,68.2,1,1,0,47.6,17.4,69,220
32,"0",156.8,54.5,1,0,0,24.7,15.2,34,148
63,"1",164.8,59,1,1,2,41.3,10.5,45,170
26,"1",169.6,78.3,1,1,1,47.3,10.3,45,217
32,"1",182.5,84.7,1,1,0,43.2,4.3,46,188
54,"1",172.2,75.6,1,1,2,48.1,19.2,35,210
34,"1",166.6,63.3,1,1,0,36.8,8.4,46,194
24,"1",184.7,38.6,0,1,1,55,19.6,56,242
22,"1",178,72.3,0,1,1,42.7,8.2,51,239
36,"1",178.2,82.4,1,1,2,46.6,19.9,47,240
26,"0",156.2,43.8,1,1,2,19.3,14.4,24,130
33,"1",181,88.5,1,1,0,53.4,19.9,47,248
23,"1",167.1,66.9,1,1,2,40.5,18.3,65,234
45,"1",170.3,76.7,1,1,2,50.8,19.5,43,214
48,"0",153.8,54.4,2,1,1,24.6,16.8,27,138
62,"1",172.4,75.5,1,1,2,41.7,12.1,38,181
